"Name (2023) (523)","Team (2023) (523)","Fouls (2023) (523)","BKS (2023) (523)","Pts (2023) (523)","STL (2023) (523)","Assists (2023) (523)","MIN (2023) (523)","Turnovers (2023) (523)","G (2023) (523)","REB (2023) (523)","2FGM (2023) (523)","FGM (2023) (523)","FTM (2023) (523)","3FGM (2023) (523)","DREB (2023) (523)","OREB (2023) (523)","2FGA (2023) (523)","FGA (2023) (523)","FTA (2023) (523)","Status () (524)","Pos () (524)","Pos Cat () (524)","2FG Perc (Calculated)","3FG Perc (Calculated)","FG Perc (Calculated)","Free Kick Perc (Calculated)","MIN / G (Calculated)","FGM / FGA (%) (Calculated)"
"Cam Whitmore","Houston Rockets",60,17,568,29,33,52818,45,47,174,133,212,76,79,131,44,247,467,112,"ACT","PF","F",53.84615384615385,35.90909090909091,45.396145610278374,67.85714285714286,1123.787234042553,45.396145610278374
"Victor Wembanyama","San Antonio Spurs",153,254,1522,88,274,126372,260,71,755,423,551,292,128,594,161,792,1186,367,"ACT","C","C",53.40909090909091,32.48730964467005,46.45868465430017,79.56403269754769,1779.887323943662,46.45868465430017
"Jalen Slawson","Orlando Magic",7,1,8,1,2,2040,2,10,6,4,4,0,0,5,1,4,6,0,"INACT","PF","F",100,0,66.66666666666666,,204,66.66666666666667
"Sasha Vezenkov","Sacramento Kings",42,7,225,20,19,30664,12,42,96,39,84,12,45,66,30,71,191,15,"INACT","SF","F",54.929577464788736,37.5,43.97905759162304,80,730.0952380952381,43.97905759162304
"Maxwell Lewis","Los Angeles Lakers",5,1,11,2,6,6168,10,34,4,3,4,2,1,2,2,12,21,3,"ACT","PF","F",25,11.11111111111111,19.047619047619047,66.66666666666666,181.41176470588235,19.047619047619047
"Alex Fudge","Dallas Mavericks",2,0,15,3,0,2413,2,6,5,5,6,2,1,1,4,10,15,2,"INACT","PF","F",50,20,40,100,402.1666666666667,40
"D'Moi Hodge","Los Angeles Lakers",4,1,14,1,5,2475,1,7,0,2,5,1,3,0,0,3,15,2,"INACT","SF","F",66.66666666666666,25,33.33333333333333,50,353.57142857142856,33.333333333333336
"Leonard-DUP Miller-DUP","Minnesota Timberwolves",1,0,0,0,0,116,0,1,3,0,0,0,0,3,0,0,0,0,,,,,,,,116,
"D.J. Carton","Toronto Raptors",3,0,11,1,3,2132,1,4,4,2,3,4,1,2,2,4,8,5,"INACT","PG","G",50,25,37.5,80,533,37.5
"Brandon Miller","Charlotte Hornets",180,42,1275,65,171,142978,129,74,309,292,476,143,184,249,60,590,1083,173,"QUES","SG","G",49.49152542372882,37.32251521298174,43.95198522622346,82.65895953757226,1932.1351351351352,43.95198522622346
"Nick Smith Jr.","Charlotte Hornets",53,7,287,9,56,43721,36,51,68,50,113,13,63,52,18,143,289,15,"ACT","SF","F",34.96503496503497,43.15068493150685,39.10034602076124,86.66666666666667,857.2745098039215,39.10034602076124
"Nathan Mensah","Charlotte Hornets",61,14,30,6,9,18399,13,25,61,12,12,9,0,35,29,28,28,12,"INACT","C","C",42.857142857142854,,42.857142857142854,75,735.96,42.857142857142854
"Seth Lundy","Atlanta Hawks",6,0,14,0,0,3119,1,9,7,1,4,3,3,6,1,4,17,4,"INACT","SG","G",25,23.076923076923077,23.52941176470588,75,346.55555555555554,23.529411764705884
"Taze Moore","Portland Trail Blazers",4,0,18,2,5,2420,3,4,8,7,8,1,1,4,4,12,19,2,"QUES","SF","F",58.333333333333336,14.285714285714285,42.10526315789473,50,605,42.10526315789474
"Olivier-Maxence Prosper","Dallas Mavericks",20,4,121,7,22,20169,8,40,79,27,40,28,13,54,25,59,104,41,"ACT","SF","F",45.76271186440678,28.888888888888886,38.46153846153847,68.29268292682927,504.225,38.46153846153846
"Jalen Hood-Schifino","Los Angeles Lakers",13,2,34,3,8,6538,9,21,13,8,10,12,2,11,2,30,45,20,"QUES","PG","G",26.666666666666668,13.333333333333334,22.22222222222222,60,311.3333333333333,22.22222222222222
"Brice Sensabaugh","Utah Jazz",43,6,241,13,55,35063,47,32,102,51,85,37,34,86,16,103,218,41,"ACT","PF","F",49.51456310679612,29.565217391304348,38.99082568807339,90.2439024390244,1095.71875,38.99082568807339
"Scoot Henderson","Portland Trail Blazers",193,13,860,47,332,105923,209,62,191,220,307,167,87,138,53,529,797,204,"ACT","PG","G",41.58790170132325,32.46268656716418,38.51944792973651,81.86274509803921,1708.4354838709678,38.519447929736515
"Kris Murray","Portland Trail Blazers",92,21,367,52,79,80891,54,62,221,96,145,37,49,138,85,183,366,56,"ACT","SG","G",52.459016393442624,26.775956284153008,39.61748633879781,66.07142857142857,1304.6935483870968,39.61748633879781
"Rayan Rupert","Portland Trail Blazers",56,3,151,12,61,37991,30,39,87,26,54,19,28,64,24,83,161,25,"ACT","SF","F",31.32530120481928,35.8974358974359,33.54037267080746,76,974.1282051282051,33.54037267080745
"Duop Reath","Portland Trail Blazers",159,38,610,33,67,72847,52,68,244,142,230,69,88,152,93,254,499,93,"ACT","PF","F",55.90551181102362,35.91836734693877,46.09218436873748,74.19354838709677,1071.2794117647059,46.09218436873748
"Drew Peterson","Boston Celtics",1,0,11,2,1,1361,1,3,1,1,4,0,3,1,0,1,6,0,"ACT","SF","F",100,60,66.66666666666666,,453.6666666666667,66.66666666666667
"Henri Drell","Chicago Bulls",6,1,11,2,4,1795,2,4,4,2,4,1,2,3,1,4,10,2,"INACT","PF","F",50,33.33333333333333,40,50,448.75,40
"Dmytro Skapintsev","New York Knicks",0,0,0,0,0,128,0,2,0,0,0,0,0,0,0,1,1,0,"INACT","C","C",0,,0,,64,0
"Matthew Hurt","Memphis Grizzlies",8,3,32,3,4,6794,2,8,16,7,12,3,5,7,9,14,34,3,"INACT","C","C",50,25,35.294117647058826,100,849.25,35.294117647058826
"Adam Flagler","Oklahoma City Thunder",0,0,3,0,4,841,0,2,0,0,1,0,1,0,0,1,7,0,"INACT","PG","G",0,16.666666666666664,14.285714285714285,,420.5,14.285714285714286
"Andrew Funk","Chicago Bulls",0,1,0,1,0,804,0,5,0,0,0,0,0,0,0,1,4,0,"INACT","SG","G",0,0,0,,160.8,0
"Maozinha Pereira","Memphis Grizzlies",10,4,48,6,2,7298,5,7,37,13,18,7,5,26,11,22,35,10,"INACT","PF","F",59.09090909090909,38.46153846153847,51.42857142857142,70,1042.5714285714287,51.42857142857143
"Malik Williams","Toronto Raptors",15,4,19,3,2,6391,3,7,38,8,9,0,1,23,15,29,34,2,"INACT","C","C",27.586206896551722,20,26.47058823529412,0,913,26.470588235294116
